date,hour,season,weathersit,weekday,workingday,holiday,weekend,registered,casual,total
2012-09-20,14,Fall,Clear/Cloudy,4,1,0,0,222,76,298
2012-09-20,15,Fall,Clear/Cloudy,4,1,0,0,231,60,291
2012-09-20,16,Fall,Clear/Cloudy,4,1,0,0,385,72,457
2012-09-20,17,Fall,Clear/Cloudy,4,1,0,0,885,91,976
2012-09-20,18,Fall,Clear/Cloudy,4,1,0,0,781,119,900
2012-09-20,19,Fall,Clear/Cloudy,4,1,0,0,534,69,603
2012-09-20,20,Fall,Clear/Cloudy,4,1,0,0,360,57,417
2012-09-20,21,Fall,Clear/Cloudy,4,1,0,0,246,28,274
2012-09-20,22,Fall,Clear/Cloudy,4,1,0,0,252,35,287
2012-09-20,23,Fall,Clear/Cloudy,4,1,0,0,137,17,154
2012-09-21,0,Fall,Clear/Cloudy,5,1,0,0,53,13,66
2012-09-21,1,Fall,Clear/Cloudy,5,1,0,0,38,11,49
2012-09-21,2,Fall,Clear/Cloudy,5,1,0,0,8,6,14
2012-09-21,3,Fall,Clear/Cloudy,5,1,0,0,11,1,12
2012-09-21,4,Fall,Clear/Cloudy,5,1,0,0,9,1,10
2012-09-21,5,Fall,Clear/Cloudy,5,1,0,0,47,2,49
2012-09-21,6,Fall,Clear/Cloudy,5,1,0,0,146,19,165
2012-09-21,7,Fall,Clear/Cloudy,5,1,0,0,468,35,503
2012-09-21,8,Fall,Clear/Cloudy,5,1,0,0,726,31,757
2012-09-21,9,Fall,Clear/Cloudy,5,1,0,0,348,35,383
2012-09-21,10,Fall,Clear/Cloudy,5,1,0,0,181,44,225
2012-09-21,11,Fall,Clear/Cloudy,5,1,0,0,242,79,321
2012-09-21,12,Fall,Clear/Cloudy,5,1,0,0,305,84,389
2012-09-21,13,Fall,Clear/Cloudy,5,1,0,0,316,105,421
2012-09-21,14,Fall,Clear/Cloudy,5,1,0,0,299,113,412
2012-09-21,15,Fall,Clear/Cloudy,5,1,0,0,333,90,423
2012-09-21,16,Fall,Clear/Cloudy,5,1,0,0,464,103,567
2012-09-21,17,Fall,Clear/Cloudy,5,1,0,0,739,107,846
2012-09-21,18,Fall,Clear/Cloudy,5,1,0,0,699,106,805
2012-09-21,19,Fall,Clear/Cloudy,5,1,0,0,493,95,588
2012-09-21,20,Fall,Clear/Cloudy,5,1,0,0,315,54,369
2012-09-21,21,Fall,Clear/Cloudy,5,1,0,0,266,46,312
2012-09-21,22,Fall,Clear/Cloudy,5,1,0,0,248,47,295
2012-09-21,23,Fall,Clear/Cloudy,5,1,0,0,163,23,186
2012-09-22,0,Fall,Clear/Cloudy,6,0,0,1,140,32,172
2012-09-22,1,Fall,Clear/Cloudy,6,0,0,1,106,18,124
2012-09-22,2,Fall,Clear/Cloudy,6,0,0,1,73,10,83
2012-09-22,3,Fall,Clear/Cloudy,6,0,0,1,39,6,45
2012-09-22,4,Fall,Clear/Cloudy,6,0,0,1,10,5,15
2012-09-22,5,Fall,Clear/Cloudy,6,0,0,1,15,2,17
2012-09-22,6,Fall,Clear/Cloudy,6,0,0,1,35,6,41
2012-09-22,7,Fall,Clear/Cloudy,6,0,0,1,70,7,77
2012-09-22,8,Fall,Clear/Cloudy,6,0,0,1,197,21,218
2012-09-22,9,Fall,Clear/Cloudy,6,0,0,1,289,88,377
2012-09-22,10,Fall,Clear/Cloudy,6,0,0,1,350,124,474
2012-09-22,11,Fall,Clear/Cloudy,6,0,0,1,437,189,626
2012-09-22,12,Fall,Clear/Cloudy,6,0,0,1,460,228,688
2012-09-22,13,Fall,Clear/Cloudy,6,0,0,1,434,273,707
2012-09-22,14,Fall,Clear/Cloudy,6,0,0,1,404,250,654
2012-09-22,15,Fall,Clear/Cloudy,6,0,0,1,443,307,750
2012-09-22,16,Fall,Clear/Cloudy,6,0,0,1,427,253,680
2012-09-22,17,Fall,Clear/Cloudy,6,0,0,1,451,195,646
2012-09-22,18,Fall,Clear/Cloudy,6,0,0,1,427,171,598
2012-09-22,19,Fall,Clear/Cloudy,6,0,0,1,308,99,407
2012-09-22,20,Fall,Clear/Cloudy,6,0,0,1,249,76,325
2012-09-22,21,Fall,Clear/Cloudy,6,0,0,1,202,59,261
2012-09-22,22,Fall,Clear/Cloudy,6,0,0,1,180,59,239
2012-09-22,23,Fall,Clear/Cloudy,6,0,0,1,137,34,171
2012-09-23,0,Winter,Clear/Cloudy,0,0,0,1,146,34,180
2012-09-23,1,Winter,Clear/Cloudy,0,0,0,1,119,23,142
2012-09-23,2,Winter,Clear/Cloudy,0,0,0,1,77,18,95
2012-09-23,3,Winter,Clear/Cloudy,0,0,0,1,41,13,54
2012-09-23,4,Winter,Clear/Cloudy,0,0,0,1,9,1,10
2012-09-23,5,Winter,Clear/Cloudy,0,0,0,1,5,1,6
2012-09-23,6,Winter,Clear/Cloudy,0,0,0,1,11,5,16
2012-09-23,7,Winter,Clear/Cloudy,0,0,0,1,48,9,57
2012-09-23,8,Winter,Clear/Cloudy,0,0,0,1,137,38,175
2012-09-23,9,Winter,Clear/Cloudy,0,0,0,1,205,71,276
2012-09-23,10,Winter,Clear/Cloudy,0,0,0,1,351,138,489
2012-09-23,11,Winter,Clear/Cloudy,0,0,0,1,384,186,570
2012-09-23,12,Winter,Clear/Cloudy,0,0,0,1,526,250,776
2012-09-23,13,Winter,Clear/Cloudy,0,0,0,1,445,257,702
2012-09-23,14,Winter,Clear/Cloudy,0,0,0,1,400,266,666
2012-09-23,15,Winter,Clear/Cloudy,0,0,0,1,375,265,640
2012-09-23,16,Winter,Clear/Cloudy,0,0,0,1,437,254,691
2012-09-23,17,Winter,Clear/Cloudy,0,0,0,1,496,227,723
2012-09-23,18,Winter,Clear/Cloudy,0,0,0,1,405,135,540
2012-09-23,19,Winter,Clear/Cloudy,0,0,0,1,331,82,413
2012-09-23,20,Winter,Clear/Cloudy,0,0,0,1,192,60,252
2012-09-23,21,Winter,Misty/Cloudy,0,0,0,1,145,51,196
2012-09-23,22,Winter,Clear/Cloudy,0,0,0,1,98,40,138
2012-09-23,23,Winter,Misty/Cloudy,0,0,0,1,70,30,100
2012-09-24,0,Winter,Clear/Cloudy,1,1,0,0,54,10,64
2012-09-24,1,Winter,Clear/Cloudy,1,1,0,0,12,6,18
2012-09-24,2,Winter,Misty/Cloudy,1,1,0,0,8,0,8
2012-09-24,3,Winter,Clear/Cloudy,1,1,0,0,5,0,5
2012-09-24,4,Winter,Clear/Cloudy,1,1,0,0,8,0,8
2012-09-24,5,Winter,Clear/Cloudy,1,1,0,0,35,2,37
2012-09-24,6,Winter,Clear/Cloudy,1,1,0,0,162,6,168
2012-09-24,7,Winter,Clear/Cloudy,1,1,0,0,513,17,530
2012-09-24,8,Winter,Clear/Cloudy,1,1,0,0,719,31,750
2012-09-24,9,Winter,Clear/Cloudy,1,1,0,0,286,42,328
2012-09-24,10,Winter,Clear/Cloudy,1,1,0,0,146,52,198
2012-09-24,11,Winter,Clear/Cloudy,1,1,0,0,167,71,238
2012-09-24,12,Winter,Clear/Cloudy,1,1,0,0,265,77,342
2012-09-24,13,Winter,Clear/Cloudy,1,1,0,0,248,80,328
2012-09-24,14,Winter,Clear/Cloudy,1,1,0,0,226,77,303
2012-09-24,15,Winter,Clear/Cloudy,1,1,0,0,216,84,300
2012-09-24,16,Winter,Clear/Cloudy,1,1,0,0,417,99,516
2012-09-24,17,Winter,Clear/Cloudy,1,1,0,0,809,89,898
2012-09-24,18,Winter,Clear/Cloudy,1,1,0,0,758,95,853
2012-09-24,19,Winter,Clear/Cloudy,1,1,0,0,534,56,590
2012-09-24,20,Winter,Clear/Cloudy,1,1,0,0,380,52,432
2012-09-24,21,Winter,Clear/Cloudy,1,1,0,0,230,26,256
2012-09-24,22,Winter,Clear/Cloudy,1,1,0,0,154,18,172
2012-09-24,23,Winter,Clear/Cloudy,1,1,0,0,83,11,94
2012-09-25,0,Winter,Clear/Cloudy,2,1,0,0,56,8,64
2012-09-25,1,Winter,Clear/Cloudy,2,1,0,0,11,2,13
2012-09-25,2,Winter,Clear/Cloudy,2,1,0,0,9,5,14
2012-09-25,3,Winter,Clear/Cloudy,2,1,0,0,3,2,5
2012-09-25,4,Winter,Clear/Cloudy,2,1,0,0,7,2,9
2012-09-25,5,Winter,Clear/Cloudy,2,1,0,0,46,1,47
2012-09-25,6,Winter,Clear/Cloudy,2,1,0,0,189,5,194
2012-09-25,7,Winter,Clear/Cloudy,2,1,0,0,539,17,556
2012-09-25,8,Winter,Clear/Cloudy,2,1,0,0,764,41,805
2012-09-25,9,Winter,Clear/Cloudy,2,1,0,0,381,28,409
2012-09-25,10,Winter,Clear/Cloudy,2,1,0,0,125,45,170
2012-09-25,11,Winter,Clear/Cloudy,2,1,0,0,155,63,218
2012-09-25,12,Winter,Clear/Cloudy,2,1,0,0,233,69,302
2012-09-25,13,Winter,Clear/Cloudy,2,1,0,0,257,48,305
2012-09-25,14,Winter,Clear/Cloudy,2,1,0,0,213,80,293
2012-09-25,15,Winter,Clear/Cloudy,2,1,0,0,247,56,303
2012-09-25,16,Winter,Clear/Cloudy,2,1,0,0,436,59,495
2012-09-25,17,Winter,Clear/Cloudy,2,1,0,0,860,107,967
2012-09-25,18,Winter,Clear/Cloudy,2,1,0,0,758,64,822
2012-09-25,19,Winter,Clear/Cloudy,2,1,0,0,490,49,539
2012-09-25,20,Winter,Clear/Cloudy,2,1,0,0,388,37,425
2012-09-25,21,Winter,Clear/Cloudy,2,1,0,0,263,34,297
2012-09-25,22,Winter,Clear/Cloudy,2,1,0,0,174,14,188
2012-09-25,23,Winter,Clear/Cloudy,2,1,0,0,89,9,98
2012-09-26,0,Winter,Clear/Cloudy,3,1,0,0,34,6,40
2012-09-26,1,Winter,Clear/Cloudy,3,1,0,0,19,10,29
2012-09-26,2,Winter,Misty/Cloudy,3,1,0,0,15,2,17
2012-09-26,3,Winter,Misty/Cloudy,3,1,0,0,6,4,10
2012-09-26,4,Winter,Clear/Cloudy,3,1,0,0,12,2,14
2012-09-26,5,Winter,Clear/Cloudy,3,1,0,0,35,1,36
2012-09-26,6,Winter,Clear/Cloudy,3,1,0,0,179,3,182
2012-09-26,7,Winter,Clear/Cloudy,3,1,0,0,523,9,532
2012-09-26,8,Winter,Clear/Cloudy,3,1,0,0,808,30,838
2012-09-26,9,Winter,Clear/Cloudy,3,1,0,0,307,27,334
2012-09-26,10,Winter,Clear/Cloudy,3,1,0,0,156,29,185
2012-09-26,11,Winter,Clear/Cloudy,3,1,0,0,181,46,227
2012-09-26,12,Winter,Clear/Cloudy,3,1,0,0,260,56,316
2012-09-26,13,Winter,Clear/Cloudy,3,1,0,0,273,67,340
2012-09-26,14,Winter,Clear/Cloudy,3,1,0,0,217,60,277
2012-09-26,15,Winter,Clear/Cloudy,3,1,0,0,231,69,300
2012-09-26,16,Winter,Clear/Cloudy,3,1,0,0,397,71,468
2012-09-26,17,Winter,Clear/Cloudy,3,1,0,0,876,77,953
2012-09-26,18,Winter,Clear/Cloudy,3,1,0,0,815,69,884
2012-09-26,19,Winter,Clear/Cloudy,3,1,0,0,589,38,627
2012-09-26,20,Winter,Clear/Cloudy,3,1,0,0,389,45,434
2012-09-26,21,Winter,Clear/Cloudy,3,1,0,0,328,32,360
2012-09-26,22,Winter,Light Precipitation,3,1,0,0,194,21,215
2012-09-26,23,Winter,Misty/Cloudy,3,1,0,0,102,13,115
2012-09-27,0,Winter,Clear/Cloudy,4,1,0,0,60,5,65
2012-09-27,1,Winter,Clear/Cloudy,4,1,0,0,16,5,21
2012-09-27,2,Winter,Clear/Cloudy,4,1,0,0,13,3,16
2012-09-27,3,Winter,Clear/Cloudy,4,1,0,0,7,0,7
2012-09-27,4,Winter,Clear/Cloudy,4,1,0,0,6,2,8
2012-09-27,5,Winter,Clear/Cloudy,4,1,0,0,64,2,66
2012-09-27,6,Winter,Clear/Cloudy,4,1,0,0,164,5,169
2012-09-27,7,Winter,Clear/Cloudy,4,1,0,0,546,12,558
2012-09-27,8,Winter,Clear/Cloudy,4,1,0,0,774,20,794
2012-09-27,9,Winter,Clear/Cloudy,4,1,0,0,305,30,335
2012-09-27,10,Winter,Misty/Cloudy,4,1,0,0,168,40,208
2012-09-27,11,Winter,Misty/Cloudy,4,1,0,0,227,67,294
2012-09-27,12,Winter,Misty/Cloudy,4,1,0,0,272,63,335
2012-09-27,13,Winter,Misty/Cloudy,4,1,0,0,265,61,326
2012-09-27,14,Winter,Misty/Cloudy,4,1,0,0,214,44,258
2012-09-27,15,Winter,Misty/Cloudy,4,1,0,0,255,41,296
2012-09-27,16,Winter,Misty/Cloudy,4,1,0,0,399,73,472
2012-09-27,17,Winter,Misty/Cloudy,4,1,0,0,818,87,905
2012-09-27,18,Winter,Misty/Cloudy,4,1,0,0,822,77,899
2012-09-27,19,Winter,Clear/Cloudy,4,1,0,0,511,48,559
2012-09-27,20,Winter,Misty/Cloudy,4,1,0,0,412,45,457
2012-09-27,21,Winter,Light Precipitation,4,1,0,0,235,18,253
2012-09-27,22,Winter,Light Precipitation,4,1,0,0,45,2,47
2012-09-27,23,Winter,Light Precipitation,4,1,0,0,44,1,45
2012-09-28,0,Winter,Light Precipitation,5,1,0,0,15,2,17
2012-09-28,1,Winter,Light Precipitation,5,1,0,0,13,0,13
2012-09-28,2,Winter,Light Precipitation,5,1,0,0,9,1,10
2012-09-28,3,Winter,Misty/Cloudy,5,1,0,0,7,0,7
2012-09-28,4,Winter,Light Precipitation,5,1,0,0,10,2,12
2012-09-28,5,Winter,Clear/Cloudy,5,1,0,0,37,1,38
2012-09-28,6,Winter,Misty/Cloudy,5,1,0,0,136,2,138
2012-09-28,7,Winter,Misty/Cloudy,5,1,0,0,384,10,394
2012-09-28,8,Winter,Clear/Cloudy,5,1,0,0,674,31,705
2012-09-28,9,Winter,Misty/Cloudy,5,1,0,0,399,27,426
2012-09-28,10,Winter,Misty/Cloudy,5,1,0,0,194,51,245
2012-09-28,11,Winter,Misty/Cloudy,5,1,0,0,252,109,361
2012-09-28,12,Winter,Misty/Cloudy,5,1,0,0,286,94,380
2012-09-28,13,Winter,Misty/Cloudy,5,1,0,0,304,106,410
2012-09-28,14,Winter,Misty/Cloudy,5,1,0,0,294,105,399
2012-09-28,15,Winter,Misty/Cloudy,5,1,0,0,288,104,392
2012-09-28,16,Winter,Misty/Cloudy,5,1,0,0,419,83,502
2012-09-28,17,Winter,Misty/Cloudy,5,1,0,0,707,101,808
2012-09-28,18,Winter,Misty/Cloudy,5,1,0,0,609,58,667
2012-09-28,19,Winter,Light Precipitation,5,1,0,0,470,38,508
2012-09-28,20,Winter,Light Precipitation,5,1,0,0,304,32,336
2012-09-28,21,Winter,Light Precipitation,5,1,0,0,205,32,237
2012-09-28,22,Winter,Misty/Cloudy,5,1,0,0,190,30,220
2012-09-28,23,Winter,Misty/Cloudy,5,1,0,0,164,26,190
2012-09-29,0,Winter,Clear/Cloudy,6,0,0,1,134,15,149
2012-09-29,1,Winter,Clear/Cloudy,6,0,0,1,89,12,101
2012-09-29,2,Winter,Misty/Cloudy,6,0,0,1,80,12,92
2012-09-29,3,Winter,Misty/Cloudy,6,0,0,1,25,4,29
2012-09-29,4,Winter,Clear/Cloudy,6,0,0,1,8,6,14
2012-09-29,5,Winter,Clear/Cloudy,6,0,0,1,13,2,15
2012-09-29,6,Winter,Clear/Cloudy,6,0,0,1,33,4,37
2012-09-29,7,Winter,Clear/Cloudy,6,0,0,1,61,12,73
2012-09-29,8,Winter,Clear/Cloudy,6,0,0,1,174,37,211
2012-09-29,9,Winter,Clear/Cloudy,6,0,0,1,263,69,332
2012-09-29,10,Winter,Clear/Cloudy,6,0,0,1,338,134,472
2012-09-29,11,Winter,Clear/Cloudy,6,0,0,1,446,217,663
2012-09-29,12,Winter,Clear/Cloudy,6,0,0,1,491,191,682
2012-09-29,13,Winter,Clear/Cloudy,6,0,0,1,453,233,686
2012-09-29,14,Winter,Clear/Cloudy,6,0,0,1,448,302,750
2012-09-29,15,Winter,Clear/Cloudy,6,0,0,1,456,271,727
2012-09-29,16,Winter,Clear/Cloudy,6,0,0,1,447,275,722
2012-09-29,17,Winter,Clear/Cloudy,6,0,0,1,456,256,712
2012-09-29,18,Winter,Clear/Cloudy,6,0,0,1,420,174,594
2012-09-29,19,Winter,Clear/Cloudy,6,0,0,1,351,119,470
2012-09-29,20,Winter,Clear/Cloudy,6,0,0,1,227,88,315
2012-09-29,21,Winter,Clear/Cloudy,6,0,0,1,219,73,292
2012-09-29,22,Winter,Clear/Cloudy,6,0,0,1,173,48,221
2012-09-29,23,Winter,Clear/Cloudy,6,0,0,1,161,35,196
2012-09-30,0,Winter,Clear/Cloudy,0,0,0,1,112,35,147
2012-09-30,1,Winter,Clear/Cloudy,0,0,0,1,85,31,116
2012-09-30,2,Winter,Clear/Cloudy,0,0,0,1,71,21,92
2012-09-30,3,Winter,Clear/Cloudy,0,0,0,1,41,17,58
2012-09-30,4,Winter,Clear/Cloudy,0,0,0,1,6,1,7
2012-09-30,5,Winter,Clear/Cloudy,0,0,0,1,9,1,10
2012-09-30,6,Winter,Clear/Cloudy,0,0,0,1,20,2,22
2012-09-30,7,Winter,Clear/Cloudy,0,0,0,1,43,14,57
2012-09-30,8,Winter,Clear/Cloudy,0,0,0,1,126,18,144
2012-09-30,9,Winter,Clear/Cloudy,0,0,0,1,211,74,285
2012-09-30,10,Winter,Clear/Cloudy,0,0,0,1,319,160,479
2012-09-30,11,Winter,Clear/Cloudy,0,0,0,1,369,222,591
2012-09-30,12,Winter,Clear/Cloudy,0,0,0,1,474,206,680
2012-09-30,13,Winter,Clear/Cloudy,0,0,0,1,414,180,594
2012-09-30,14,Winter,Clear/Cloudy,0,0,0,1,404,208,612
2012-09-30,15,Winter,Clear/Cloudy,0,0,0,1,419,230,649
2012-09-30,16,Winter,Clear/Cloudy,0,0,0,1,446,202,648
2012-09-30,17,Winter,Clear/Cloudy,0,0,0,1,380,195,575
2012-09-30,18,Winter,Clear/Cloudy,0,0,0,1,310,91,401
2012-09-30,19,Winter,Light Precipitation,0,0,0,1,223,34,257
2012-09-30,20,Winter,Light Precipitation,0,0,0,1,163,31,194
2012-09-30,21,Winter,Clear/Cloudy,0,0,0,1,104,19,123
2012-09-30,22,Winter,Clear/Cloudy,0,0,0,1,76,15,91
2012-09-30,23,Winter,Clear/Cloudy,0,0,0,1,49,8,57
2012-10-01,0,Winter,Clear/Cloudy,1,1,0,0,39,6,45
2012-10-01,1,Winter,Clear/Cloudy,1,1,0,0,13,5,18
2012-10-01,2,Winter,Clear/Cloudy,1,1,0,0,6,6,12
2012-10-01,3,Winter,Clear/Cloudy,1,1,0,0,6,1,7
2012-10-01,4,Winter,Clear/Cloudy,1,1,0,0,10,0,10
2012-10-01,5,Winter,Clear/Cloudy,1,1,0,0,34,2,36
2012-10-01,6,Winter,Clear/Cloudy,1,1,0,0,147,8,155
2012-10-01,7,Winter,Clear/Cloudy,1,1,0,0,470,13,483
2012-10-01,8,Winter,Misty/Cloudy,1,1,0,0,744,40,784
2012-10-01,9,Winter,Misty/Cloudy,1,1,0,0,314,26,340
2012-10-01,10,Winter,Clear/Cloudy,1,1,0,0,135,44,179
2012-10-01,11,Winter,Clear/Cloudy,1,1,0,0,196,76,272
2012-10-01,12,Winter,Misty/Cloudy,1,1,0,0,262,61,323
2012-10-01,13,Winter,Misty/Cloudy,1,1,0,0,225,80,305
2012-10-01,14,Winter,Misty/Cloudy,1,1,0,0,193,51,244
2012-10-01,15,Winter,Misty/Cloudy,1,1,0,0,234,95,329
2012-10-01,16,Winter,Misty/Cloudy,1,1,0,0,408,51,459
2012-10-01,17,Winter,Light Precipitation,1,1,0,0,791,65,856
2012-10-01,18,Winter,Light Precipitation,1,1,0,0,571,42,613
2012-10-01,19,Winter,Misty/Cloudy,1,1,0,0,483,33,516
2012-10-01,20,Winter,Light Precipitation,1,1,0,0,251,11,262
2012-10-01,21,Winter,Misty/Cloudy,1,1,0,0,205,13,218
2012-10-01,22,Winter,Light Precipitation,1,1,0,0,190,17,207
2012-10-01,23,Winter,Light Precipitation,1,1,0,0,88,17,105
2012-10-02,0,Winter,Misty/Cloudy,2,1,0,0,30,1,31
2012-10-02,1,Winter,Misty/Cloudy,2,1,0,0,11,0,11
2012-10-02,2,Winter,Misty/Cloudy,2,1,0,0,2,0,2
2012-10-02,3,Winter,Misty/Cloudy,2,1,0,0,4,1,5
2012-10-02,4,Winter,Misty/Cloudy,2,1,0,0,8,2,10
2012-10-02,5,Winter,Misty/Cloudy,2,1,0,0,42,1,43
2012-10-02,6,Winter,Light Precipitation,2,1,0,0,176,3,179
2012-10-02,7,Winter,Light Precipitation,2,1,0,0,256,4,260
2012-10-02,8,Winter,Light Precipitation,2,1,0,0,128,6,134
2012-10-02,9,Winter,Light Precipitation,2,1,0,0,83,3,86
2012-10-02,10,Winter,Light Precipitation,2,1,0,0,42,3,45
2012-10-02,11,Winter,Light Precipitation,2,1,0,0,92,7,99
2012-10-02,12,Winter,Misty/Cloudy,2,1,0,0,98,6,104
2012-10-02,13,Winter,Misty/Cloudy,2,1,0,0,148,6,154
2012-10-02,14,Winter,Light Precipitation,2,1,0,0,147,16,163
2012-10-02,15,Winter,Light Precipitation,2,1,0,0,195,14,209
2012-10-02,16,Winter,Light Precipitation,2,1,0,0,328,46,374
2012-10-02,17,Winter,Light Precipitation,2,1,0,0,677,38,715
2012-10-02,18,Winter,Light Precipitation,2,1,0,0,639,48,687
2012-10-02,19,Winter,Light Precipitation,2,1,0,0,368,27,395
2012-10-02,20,Winter,Light Precipitation,2,1,0,0,286,20,306
2012-10-02,21,Winter,Light Precipitation,2,1,0,0,265,24,289
2012-10-02,22,Winter,Misty/Cloudy,2,1,0,0,212,28,240
2012-10-02,23,Winter,Misty/Cloudy,2,1,0,0,87,11,98
2012-10-03,0,Winter,Light Precipitation,3,1,0,0,47,5,52
2012-10-03,1,Winter,Misty/Cloudy,3,1,0,0,16,3,19
2012-10-03,2,Winter,Misty/Cloudy,3,1,0,0,7,2,9
2012-10-03,3,Winter,Misty/Cloudy,3,1,0,0,7,0,7
2012-10-03,4,Winter,Misty/Cloudy,3,1,0,0,9,2,11
2012-10-03,5,Winter,Misty/Cloudy,3,1,0,0,32,2,34
2012-10-03,6,Winter,Misty/Cloudy,3,1,0,0,173,4,177
2012-10-03,7,Winter,Misty/Cloudy,3,1,0,0,504,11,515
2012-10-03,8,Winter,Misty/Cloudy,3,1,0,0,781,28,809
2012-10-03,9,Winter,Misty/Cloudy,3,1,0,0,332,30,362
2012-10-03,10,Winter,Clear/Cloudy,3,1,0,0,146,29,175
2012-10-03,11,Winter,Clear/Cloudy,3,1,0,0,178,52,230
2012-10-03,12,Winter,Misty/Cloudy,3,1,0,0,289,69,358
2012-10-03,13,Winter,Misty/Cloudy,3,1,0,0,224,55,279
2012-10-03,14,Winter,Misty/Cloudy,3,1,0,0,195,56,251
2012-10-03,15,Winter,Misty/Cloudy,3,1,0,0,260,59,319
2012-10-03,16,Winter,Misty/Cloudy,3,1,0,0,436,42,478
2012-10-03,17,Winter,Clear/Cloudy,3,1,0,0,833,84,917
2012-10-03,18,Winter,Clear/Cloudy,3,1,0,0,756,54,810
2012-10-03,19,Winter,Clear/Cloudy,3,1,0,0,544,49,593
2012-10-03,20,Winter,Clear/Cloudy,3,1,0,0,449,48,497
2012-10-03,21,Winter,Misty/Cloudy,3,1,0,0,195,14,209
2012-10-03,22,Winter,Clear/Cloudy,3,1,0,0,232,9,241
2012-10-03,23,Winter,Misty/Cloudy,3,1,0,0,199,21,220
2012-10-04,0,Winter,Light Precipitation,4,1,0,0,65,11,76
2012-10-04,1,Winter,Misty/Cloudy,4,1,0,0,23,2,25
2012-10-04,2,Winter,Clear/Cloudy,4,1,0,0,10,3,13
2012-10-04,3,Winter,Misty/Cloudy,4,1,0,0,6,5,11
2012-10-04,4,Winter,Misty/Cloudy,4,1,0,0,10,0,10
2012-10-04,5,Winter,Light Precipitation,4,1,0,0,37,2,39
2012-10-04,6,Winter,Light Precipitation,4,1,0,0,132,1,133
2012-10-04,7,Winter,Misty/Cloudy,4,1,0,0,379,12,391
2012-10-04,8,Winter,Clear/Cloudy,4,1,0,0,711,27,738
2012-10-04,9,Winter,Misty/Cloudy,4,1,0,0,319,40,359
2012-10-04,10,Winter,Misty/Cloudy,4,1,0,0,150,27,177
2012-10-04,11,Winter,Misty/Cloudy,4,1,0,0,176,38,214
2012-10-04,12,Winter,Misty/Cloudy,4,1,0,0,231,57,288
2012-10-04,13,Winter,Misty/Cloudy,4,1,0,0,231,63,294
2012-10-04,14,Winter,Clear/Cloudy,4,1,0,0,211,56,267
2012-10-04,15,Winter,Clear/Cloudy,4,1,0,0,248,77,325
2012-10-04,16,Winter,Clear/Cloudy,4,1,0,0,411,86,497
2012-10-04,17,Winter,Clear/Cloudy,4,1,0,0,789,112,901
2012-10-04,18,Winter,Clear/Cloudy,4,1,0,0,812,75,887
2012-10-04,19,Winter,Clear/Cloudy,4,1,0,0,467,67,534
2012-10-04,20,Winter,Clear/Cloudy,4,1,0,0,391,50,441
2012-10-04,21,Winter,Clear/Cloudy,4,1,0,0,288,33,321
2012-10-04,22,Winter,Clear/Cloudy,4,1,0,0,203,29,232
2012-10-04,23,Winter,Clear/Cloudy,4,1,0,0,137,18,155
2012-10-05,0,Winter,Clear/Cloudy,5,1,0,0,86,16,102
2012-10-05,1,Winter,Clear/Cloudy,5,1,0,0,43,3,46
2012-10-05,2,Winter,Clear/Cloudy,5,1,0,0,10,1,11
2012-10-05,3,Winter,Clear/Cloudy,5,1,0,0,11,5,16
2012-10-05,4,Winter,Clear/Cloudy,5,1,0,0,11,0,11
2012-10-05,5,Winter,Clear/Cloudy,5,1,0,0,41,0,41
2012-10-05,6,Winter,Clear/Cloudy,5,1,0,0,133,4,137
2012-10-05,7,Winter,Clear/Cloudy,5,1,0,0,417,11,428
2012-10-05,8,Winter,Clear/Cloudy,5,1,0,0,749,36,785
2012-10-05,9,Winter,Clear/Cloudy,5,1,0,0,326,58,384
2012-10-05,10,Winter,Clear/Cloudy,5,1,0,0,192,68,260
2012-10-05,11,Winter,Clear/Cloudy,5,1,0,0,214,90,304
2012-10-05,12,Winter,Clear/Cloudy,5,1,0,0,307,161,468
2012-10-05,13,Winter,Clear/Cloudy,5,1,0,0,307,117,424
2012-10-05,14,Winter,Clear/Cloudy,5,1,0,0,287,113,400
2012-10-05,15,Winter,Clear/Cloudy,5,1,0,0,320,150,470
2012-10-05,16,Winter,Clear/Cloudy,5,1,0,0,481,153,634
2012-10-05,17,Winter,Clear/Cloudy,5,1,0,0,742,158,900
2012-10-05,18,Winter,Clear/Cloudy,5,1,0,0,655,106,761
2012-10-05,19,Winter,Clear/Cloudy,5,1,0,0,433,67,500
2012-10-05,20,Winter,Clear/Cloudy,5,1,0,0,306,66,372
2012-10-05,21,Winter,Clear/Cloudy,5,1,0,0,220,47,267
2012-10-05,22,Winter,Clear/Cloudy,5,1,0,0,201,63,264
2012-10-05,23,Winter,Clear/Cloudy,5,1,0,0,148,23,171
2012-10-06,0,Winter,Clear/Cloudy,6,0,0,1,154,37,191
2012-10-06,1,Winter,Clear/Cloudy,6,0,0,1,116,25,141
2012-10-06,2,Winter,Clear/Cloudy,6,0,0,1,62,13,75
2012-10-06,3,Winter,Clear/Cloudy,6,0,0,1,54,2,56
2012-10-06,4,Winter,Clear/Cloudy,6,0,0,1,7,4,11
2012-10-06,5,Winter,Clear/Cloudy,6,0,0,1,8,2,10
2012-10-06,6,Winter,Clear/Cloudy,6,0,0,1,28,2,30
2012-10-06,7,Winter,Clear/Cloudy,6,0,0,1,71,13,84
2012-10-06,8,Winter,Clear/Cloudy,6,0,0,1,184,22,206
